domain,n_posts,total_engagement,median_engagement
www.newkentschools.org,245,6321,16.0
www.concordschools.net,244,4462,9.0
www.rfhs301.org,243,3309,6.0
www.orondo.wednet.edu,243,991,2.0
www.americanintlacademy.com,243,585,1.0
www.thebrazosschool.org,243,1067,3.0
www.monroe.k12.or.us,242,2631,7.0
www.detroitpsa.com,242,1486,1.0
www.cvsu.org,242,1618,4.0
www.sizerschool.org,241,3348,8.0
www.beavertonruralschools.com,240,4808,8.0
www.argenta-oreana.org,240,4018,8.0
www.dexterschools.org,240,4007,7.0
www.charltonhestonacademy.com,240,7681,23.0
www.madison.k12.sd.us,240,2936,4.0
www.nfvschools.com,240,1496,4.0
www.oldmans.org,239,5127,12.0
www.highland.wednet.edu,238,4770,14.0
www.muasd.org,237,10632,16.0
www.randolph.k12.ma.us,237,956,2.0
concordboyne.com,236,3172,9.0
www.carsoncity.k12.mi.us,235,2554,7.0
www.eastsideusd.org,234,1083,2.0
www.westsabineisd.net,234,4947,13.0
www.csschools.net,233,2349,4.0
www.dublinisd.us,233,3738,10.0
www.acrsd.net,233,2698,6.0
www.dowagiacschools.org,233,5592,12.0
www.wcusd5.net,232,12808,25.0
www.crystal.k12.mo.us,232,4471,14.5
www.eriemason.k12.mi.us,232,3717,5.0
www.canajoharieschools.org,231,5977,16.0
www.lakevilleschools.org,231,5604,15.0
ecschools.net,230,972,3.0
www.nwshelbyschools.org,230,1174,1.0
www.fhevs.org,229,2684,7.0
www.pcsc.k12.in.us,229,5195,10.0
www.oths.us,228,9189,27.5
www.granite.k12.ok.us,228,2460,6.0
www.nationaltrail.k12.oh.us,228,669,1.5
www.humboldt.k12.ca.us,228,2852,7.0
www.pekincsd.org,227,12303,32.0
www.svalley.k12.in.us,227,3898,9.0
www.colton.k12.or.us,227,2075,4.0
www.fccsc.k12.in.us,227,2976,7.0
www.homeoftheshamrocks.org,226,3252,8.0
www.unioncountyga.gov,226,2362,5.5
www.carlisleschools.org,226,6246,26.5
www.gardnerk12.org,226,5151,16.0
www.enterpriseschools.net,226,5473,15.0
www.usd507.org,226,1558,1.0
cityccl.org,226,1694,5.0
www.milton-union.k12.oh.us,225,4571,12.0
www.phpatriots.org,225,2009,3.0
clare.k12.mi.us,225,1673,4.0
www.braintreeschools.org,225,6507,14.0
www.lhschools.org,225,5708,15.0
www.9mile.org,225,4912,15.0
www.georgetownisd.org,225,4242,11.0
www.coopersvillebroncos.org,224,7418,19.0
www.usd453.org,224,7143,20.0
www.ramonausd.net,224,3836,11.0
www.riohondoisd.net,224,463,1.0
brandonschooldistrict.org,224,5932,14.0
www.cook.k12.ga.us,224,2679,5.0
www.ruskisd.net,223,2632,7.0
www.hazlehurst-jeffdavis.org,223,644,1.0
www.carrollcountygov.us,223,3768,8.0
www.wdmcs.org,223,6971,19.0
www.sallisawps.org,223,7641,15.0
www.napacoe.org,223,1688,2.0
www.cherokee.k12.nc.us,222,13306,31.0
www.pimaschools.org,222,2317,4.0
www.woodvilleeagles.org,222,1005,2.0
breckhuskies.org,222,5342,15.5
www.sbrsd.org,222,5505,20.0
www.tsc.k12.in.us,221,15796,56.0
www.usd263.com,221,4108,10.0
www.tn.gov,221,783,1.0
www.csi.state.co.us,221,500,1.0
vwcs.net,221,5481,11.0
www.bgcs.k12.oh.us,221,8580,25.0
shepherd.edzone.net,221,4273,12.0
www.bwsd.org,221,6053,14.0
www.sau36.org,221,1466,4.0
www.swdubois.k12.in.us,221,1878,2.0
mtlaurelschools.org,220,8198,25.5
www.upsd.wednet.edu,220,7931,22.0
www.manteno5.org,220,7468,20.5
www.ksd140.org,220,7116,23.0
www.lesliek12.net,220,3370,7.0
www.guhsdaz.org,220,4985,15.0
www.madisonschools.k12.mi.us,220,2810,10.0
www.opelikaschools.org,219,14396,45.0
www.cuba.k12.mo.us,219,5914,13.0
www.sd215.net,219,4888,17.0
www.algona.k12.ia.us,219,4354,15.0
www.woodbridgeraiders.net,219,6033,11.0
www.ouhsd.org,219,2861,8.0
www.salemschools.com,218,11475,32.5
vbschools.net,218,4043,7.0
www.seekonkschools.org,218,3232,7.0
www.blueprinteducation.org,218,193,0.0
www.northposey.k12.in.us,218,2981,9.0
www.chambersk12.org,218,6156,13.0
www.libertycenter.k12.oh.us,218,5882,19.0
www.mgschools.org,218,1459,3.0
il01904124.schoolwires.net,217,11763,38.0
www.pcsd.org,217,9052,24.0
www.usd333.com,217,7457,23.0
www.barrowga.org,217,4191,8.0
www.fallslakeacademy.com,217,3344,4.0
www.pycsd.org,217,2125,2.0
www.apagalv.org,217,1007,4.0
basinschools.net,217,869,2.0
www.lacklandisd.net,217,478,1.0
do.ddtwo.org,217,448,1.0
www.pusdk8.us,217,1676,5.0
www.crpusd.org,217,4288,11.0
www.baxter.k12.ia.us,217,5219,9.0
www.wyandotte.org,216,13909,42.0
www.collins-maxwell.k12.ia.us,216,3899,2.5
www.cobdenappleknockers.com,216,3314,7.0
ccsd.com,216,2590,6.5
www.lakeviewschools.net,216,5120,12.0
www.erschools.com,216,5558,13.0
www.jacksonmilton.k12.oh.us,216,2807,5.0
www.ntiogasd.org,216,2767,5.0
www.vestavia.k12.al.us,216,5127,16.0
www.lex2.org,216,5461,14.0
www.rfisd.net,216,2964,8.0
www.sccharter.org,215,17978,9.0
www.ccsd.k12.wy.us,215,11314,36.0
www.clearview.k12.oh.us,215,7958,24.0
www.burtonschools.org,215,4043,11.0
www.mccookbison.org,215,3501,10.0
www.nctschools.org,215,3390,6.0
www.troyusd.org,215,3262,3.0
www.exeter.k12.mo.us,215,3118,8.0
www.dsatulsa.org,215,2403,8.0
www.brisbanesd.org,215,800,1.0
www.d231.rochelle.net,215,703,1.0
www.tyrone.k12.pa.us,215,4900,15.0
www.isd15.org,215,4842,12.0
www.s-tama.k12.ia.us,215,1790,4.0
www.bayfield.k12.co.us,215,1086,2.0
rse.renewschools.org,215,1053,3.0
www.wasd.k12.pa.us,215,5550,19.0
mauhs.svsu.org,215,1775,4.0
www.ypsd.us,214,11588,37.0
www.dickinson.k12.nd.us,214,8419,26.5
www.henning.k12.mn.us,214,8284,24.5
www.wnhsd.org,214,4100,16.0
www.puhsd.k12.ca.us,214,2595,8.0
www.bluffviewmontessori.org,214,2553,6.0
www.magdalena.k12.nm.us,214,2277,5.0
www.remsencsd.org,214,2151,3.0
www.uniongapschool.org,214,655,2.0
www.mingusunion.com,214,1931,6.5
www.pearlriver.org,214,10412,39.0
www.tabschools.org,214,3692,8.5
www.crescentok.com,214,5192,11.5
www.tvsd.org,214,5603,13.5
www.whitingcsd.org,213,4108,11.0
www.danville.k12.pa.us,213,2445,7.0
www.aos94.org,213,1004,1.0
www.gmsdk12.org,213,6907,16.0
www.fcts.org,213,4809,16.0
www.discoverytoledo.com,213,1506,4.0
www.rsu22.us,213,1496,1.0
www.hbcsd.us,213,2865,6.0
www.bonnydoon.santacruz.k12.ca.us,213,1436,3.0
www.greene.k12.ga.us,213,4832,12.0
www.earle.crsc.k12.ar.us,213,1154,2.0
www.bryan.k12.ga.us,212,10299,33.5
www.kingsway.k12.nj.us,212,10234,26.5
www.clinton.k12.ia.us,212,9219,18.0
www.ycs.k12.pa.us,212,9155,29.0
www.madison.k12.ga.us,212,8220,26.0
www.greatneck.k12.ny.us,212,7277,22.0
www.rsu13.org,212,3430,11.0
www.finneytown.org,212,3354,12.0
www.csd13.org,212,2417,6.0
www.usd344.org,212,2194,7.0
www.yswpcs.org,212,505,1.0
www.maef.net,212,446,1.0
www.capetigers.com,212,7900,22.0
www.hazard.kyschools.us,212,6739,15.0
www.rsu56.org,212,2723,5.0
www.sau8.org,212,4851,14.0
www.l-spioneers.org,211,12068,37.0
www.lakeview.k12.pa.us,211,7182,22.0
www.tricountyschools.com,211,7158,21.0
www.southadams.k12.in.us,211,7022,23.0
nvps.net,211,3420,9.0
www.wpusd.k12.ca.us,211,3399,9.0
www.bovinaisd.org,211,3093,8.0
www.learncharter.org,211,2497,8.0
www.oriskanycsd.org,211,2239,3.0
www.legrand.k12.ca.us,211,2207,8.0
www.norwood.k12.mo.us,211,2076,6.0
www.newvisions.org,211,669,2.0
www.wakefieldpublicschools.org,211,5016,16.0
www.havenschools.com,211,5307,15.0
www.nssd112.org,211,3797,7.0
www.southwestschools.org,211,3029,9.0
www.plainviewschools.org,211,2046,6.0
www.osageschools.com,211,7674,23.0
www.usd284.org,211,1671,4.0
mayfieldky.gov,211,5591,10.0
bbps.org,211,3769,6.0
dta.renewschools.org,211,1197,3.0
www.wpsd.us,211,1834,3.0
www.elkcityschools.com,211,7779,20.0
www.mscsd.org,211,2849,8.0
www.usd386.net,211,1865,5.0
www.windhamsd.org,211,1511,4.0
www.nmarion.k12.or.us,211,1415,4.0
www.eskymos.com,210,13208,36.0
www.swl.k12.oh.us,210,11120,28.5
www.seamanschools.org,210,10934,24.5
www.napls.us,210,10755,35.5
richtonschools.com,210,7073,19.0
www.glennsferryschools.org,210,4005,13.0
www.re-2.org,210,3181,9.0
www.troyschools.net,210,3145,7.0
www.albertct.k12.ia.us,210,3106,12.0
www.litchfieldpublicschools.org,210,2219,7.0
www.wbps.org,210,766,2.0
www.publicschoolreview.com,210,228,0.0
schools.amesburyma.gov,210,5152,14.0
www.rbbcsc.k12.in.us,210,5128,11.0
www.usd257.org,210,4312,12.0
www.raceland.kyschools.us,210,8610,27.0
unioncityschools.org,210,3673,7.0
www.pulaski.k12.ga.us,210,1470,3.0
www.sccresa.org,210,2996,4.0
www.bomusd.org,210,1545,5.0
www.usd305.com,210,6759,18.0
www.west-bend.k12.ia.us,210,4897,12.0
www.plato.k12.mo.us,210,1237,4.0
nmwarhawks.org,210,2950,7.0
www.hcs.k12.in.us,210,2811,6.0
www.sweetwaterschools.org,210,6180,17.0
www.poplarbluffschools.net,209,15213,29.0
www.central-cass.k12.nd.us,209,8191,23.0
www.topekapublicschools.net,209,7342,17.0
www.norwoodschools.org,209,4803,16.0
www.sargent.k12.co.us,209,4663,9.0
ponchatoulachamber.com,209,4502,11.0
www.gladesedu.org,209,3815,7.0
www.usd107.org,209,2593,4.0
www.summbears.k12.ca.us,209,747,2.0
www.fairburyjeffs.org,209,673,1.0
www.stewartcountyga.gov,209,662,2.0
www.ep.k12.oh.us,209,5070,8.0
thayer.k12.mo.us,209,5625,16.0
www.fairhavenps.org,209,7003,23.0
www.bsd7.org,209,3070,10.0
scsd.info,209,2981,5.0
www.vidaliaga.gov,209,2933,7.0
www.kgbsd.org,209,1413,3.0
www.isd362.k12.mn.us,209,3672,11.0
www.valleyindians.net,209,6041,15.0
www.southerntioga.org,209,5485,16.0
www.wbrc.k12.mi.us,209,8640,28.0
www.mmcruroyals.org,209,7786,23.0
rolandstory.school,208,12948,48.0
www.heath.k12.oh.us,208,12205,38.0
www.wsr.k12.ia.us,208,11679,36.5
www.webster.k12.sd.us,208,9468,31.5
www.nlcs.k12.in.us,208,8543,31.0
www.ashdownschools.org,208,7322,22.5
www.portsmouthtrojans.org,208,7140,22.5
wythe.k12.va.us,208,7090,29.0
www.stpaulpublicschools.org,208,4803,9.0
www.mcclaveschool.org,208,4491,14.0
www.millburyschools.org,208,4443,9.0
www.madison.k12.fl.us,208,3510,5.0
moffatsd.org,208,2507,5.5
www.alaschools.org,208,2437,4.0
www.cisrobeson.org,208,953,2.0
stonebridgeworldschool.org,208,866,3.0
www.monessenschooldistrict.com,208,709,1.0
www.srcs.org,208,5235,11.0
www.puhsd.org,208,5102,13.0
www.rahway.net,208,6722,7.0
www.pamlicoschools.org,208,3784,11.5
www.usd309ks.org,208,1823,4.5
www.keokuk.k12.ia.us,208,3814,8.0
www.nrwcs.org,208,6994,20.0
www.yrekausd.net,208,1247,4.0
www.broomestreetacademy.org,208,1241,3.0
www.mr238.org,208,1811,4.0
www.butts.k12.ga.us,208,6569,20.0
www.norwoodk12.org,208,3617,9.0
www.sites.google.com,208,6544,20.5
www.cfsd16.org,208,6068,18.0
thomascountyboc.org,208,2022,6.0
jonesvilleschools.org,208,9244,26.5
www.banner.k12.ok.us,208,1613,4.0
www.chillicothe.k12.oh.us,208,5581,20.0
www.northidahostemcharteracademy.org,208,6027,18.0
www.alabasterschools.org,207,17216,50.0
www.guthrie.k12.ok.us,207,14840,54.0
www.mcminn.k12.tn.us,207,13759,41.0
www.defiancecityschools.org,207,12970,42.0
www.sd27j.org,207,12025,38.0
www.east-muskingum.k12.oh.us,207,10733,32.0
www.saranac.k12.mi.us,207,9976,36.0
www.holliston.k12.ma.us,207,9328,29.0
www.glcomets.net,207,8940,23.0
www.friendbulldogs.org,207,7984,31.0
www.fannin.k12.ga.us,207,7327,21.0
www.pem.k12.mn.us,207,4796,7.0
www.ridgemont.k12.oh.us,207,4714,9.0
www.saltfork.org,207,4111,9.0
www.lewistown97.com,207,3985,16.0
www.tfd215.org,207,3888,8.0
wyndmere.schoolinsites.com,207,3291,9.0
www.jcsboe.org,207,3139,6.0
www.northunion.k12.ia.us,207,3098,7.0
www.lakeport.k12.ca.us,207,2627,8.0
www.chinookschools.org,207,948,2.0
www.maxwell.k12.ca.us,207,878,2.0
www.comsewogue.k12.ny.us,207,839,2.0
www.thecenterforcharters.org,207,764,3.0
www.lakeeriehigh.org,207,688,3.0
www.usd283.org,207,164,0.0
www.dupage88.net,207,137,1.0
www.dragon.k12.pa.us,207,6162,12.0
www.coolidgeschools.org,207,2884,9.0
d86.hinsdale86.org,207,4319,14.0
capetech.us,207,6838,16.0
lib.humboldtunified.com,207,2928,11.0
www.centergrove.k12.in.us,207,9235,24.0
www.reeths-puffer.org,207,1294,3.0
www.cheyenne.k12.ok.us,207,1280,4.0
www.mcovenantacademy.org,207,1541,4.0
www.fairview.k12.ky.us,207,5605,20.0
www.csdecatur.net,207,5910,15.0
www.cport.k12.ky.us,207,6382,25.0
www.schoolcraft.org,207,1687,6.0
www.carlsbadschools.net,207,7639,20.0
www.jacksonpec.org,207,1656,6.0
www.gufs.org,207,1223,4.0
www.somonauk.net,207,4332,12.0
www.sitkaschools.org,207,1320,3.0
www.yazoocity.k12.ms.us,207,1770,4.0
www.delranschools.org,206,10881,30.0
www.cbcsd.org,206,10049,32.0
www.attleboroschools.com,206,9917,32.0
www.lawrenceal.org,206,9050,24.5
www.pontiac90.org,206,8438,17.0
www.scottsboroschools.net,206,8391,27.0
www.burg.k12.oh.us,206,7933,17.0
www.madisonk12.net,206,3934,13.0
msd136.org,206,3902,8.0
www.cortez.k12.co.us,206,3896,13.0
summitacademies.org,206,3537,14.0
www.compassclassicalacademy.com,206,3432,13.0
www.lakeridge.k12.in.us,206,3290,5.0
www.montoursville.k12.pa.us,206,2657,5.0
www.osbornwildcats.org,206,2487,6.0
www.ssd11.org,206,2375,6.0
www.wrh15.org,206,2165,7.5
www.moberly.k12.mo.us,206,2075,7.0
www.newbedfordschools.org,206,204,0.0
www.oxnardunion.org,206,4929,15.0
www.lmsed.org,206,5567,13.0
www.brushschools.org,206,5619,14.0
www.northfork.k12.oh.us,206,4321,12.0
www.sevenoaksclassical.org,206,1747,6.0
www.ssfusd.org,206,3707,11.5
www.oakparkusd.org,206,4248,11.5
www.florence3.k12.sc.us,206,6789,15.0
riverrougeschools.org,206,1303,3.0
www.kulmschool.com,206,1693,3.0
www.sanjacinto.k12.ca.us,206,3038,10.0
www.livermoreschools.com,206,6276,12.0
www.d15.org,206,5238,13.0
hstsedu.org,206,1642,4.0
www.wall.k12.sd.us,206,6169,18.0
www.suffield.org,206,7704,29.5
www.redlodge.com,205,28846,79.0
www.mtwp.net,205,14651,45.0
www.valpo.k12.in.us,205,13307,46.0
www.whitley.k12.ky.us,205,13033,48.0
www.kv.k12.in.us,205,12783,45.0
www.vbsd.us,205,12544,43.0
hartlandschools.us,205,11553,24.0
www.napoleon.k12.oh.us,205,11181,36.0
www.alexcityschools.net,205,9778,28.0
www.usd313.org,205,9659,27.0
www.glenwoodschools.org,205,9434,26.0
www.ssdmo.org,205,7569,24.0
www.weldre4.org,205,7308,20.0
www.erpsk12.org,205,7181,27.0
www.madisoncountyky.us,205,7083,14.0
www.greenwood52.org,205,4733,11.0
www.jenningsk12.org,205,4708,16.0
www.milnor.k12.nd.us,205,4701,15.0
www.potlatchschools.org,205,4563,12.0
www.mcas.k12.in.us,205,4450,11.0
www.midland.k12.ia.us,205,4219,8.0
www.augusta.k12.ky.us,205,4157,11.0
www.keansburg.k12.nj.us,205,4097,10.0
sargentpublicschools.org,205,4091,9.0
www.greenville.k12.mi.us,205,4015,10.0
www.teaschools.k12.sd.us,205,4011,9.0
www.cannelton.k12.in.us,205,3947,10.0
www.205warren.net,205,3940,8.0
castlefordschools.wordpress.com,205,3892,11.0
www.empireschools.org,205,3546,10.0
www.hyde.k12.nc.us,205,3516,5.0
trimble.k12.oh.us,205,3462,6.0
www.tehamaschools.org,205,3427,12.0
www.bfdc.k12.ok.us,205,3386,10.0
www.gcps.k12.fl.us,205,3354,9.0
www.usd347.org,205,3189,9.0
www.jr7.k12.mo.us,205,3126,14.0
www.essex.k12.ia.us,205,2613,9.0
www.doveschools.org,205,2324,8.0
www.knusd331.com,205,2298,8.0
www.centerusd.org,205,2232,7.0
rbulldogs.org,205,2187,4.0
www.auduboncharter.org,205,1003,3.0
www.innovationcharter.org,205,1003,3.0
clevelandartsocsci.org,205,770,0.0
www.nmps.net,205,6247,14.0
www.potsdam.k12.ny.us,205,5174,16.0
www.martinez.k12.ca.us,205,5895,20.0
www.penncrest.org,205,6195,22.0
www.southseneca.org,205,6476,24.0
www.allenbowden.k12.ok.us,205,1950,7.0
www.newstandardflint.org,205,1508,5.0
www.ppps.org,205,4230,6.0
haleschooldistrict.com,205,3584,9.0
watervlietps.org,205,6103,18.0
www.hiawathaacademies.org,205,2758,8.0
corp.newpal.k12.in.us,205,7785,18.0
www.susanvillesd.org,205,3629,13.0
www.lakelandsd.org,205,5859,16.0
www.cohassetk12.org,205,1088,3.0
www.ntsd.org,205,11914,45.0
www.americanheritagecharterschool.com,205,2693,10.0
www.mvraiders.org,205,5077,16.0
www.buckeye.k12.oh.us,205,6357,16.0
www.redwoodareaschools.com,205,6508,20.0
www.asrsd.org,205,6158,19.0
www.lusd.org,205,5098,18.0
www.pelhamcityschools.org,205,6714,21.0
www.oes141.org,205,6731,18.0
www.briarcliffschools.org,205,5706,25.0
www.mpstigers.com,205,6930,21.0
www.wintersjusd.org,205,2779,10.0
www.freelandschools.net,205,5879,27.0
danverspublicschools.org,205,6183,18.0
www.kwoods.org,205,1438,4.0
www.nacs1.org,205,5489,15.0
www.westvillesd.com,205,3037,8.0
www.hanleyacademy.com,205,1594,6.0
www.dcs.k12.oh.us,204,20730,64.0
www.pacyber.org,204,16974,39.0
www.murrieta.k12.ca.us,204,16872,58.0
www.ccaschools.org,204,15519,53.0
www.piperschools.com,204,15105,45.0
aurorak12.org,204,13679,34.0
www.sjredwings.org,204,13661,41.5
www.rossfordschools.org,204,12622,45.0
www.usd437.net,204,12474,34.0
www.lksd.org,204,11738,24.0
www.newaygo.net,204,11488,36.5
www.panhandle.k12.il.us,204,10571,29.0
www.enoriveracademy.org,204,10327,42.5
www.mlsd.k12.oh.us,204,9787,28.5
www.cordell.k12.ok.us,204,9105,27.5
www.talawanda.org,204,8938,27.5
www.petalschools.com,204,8433,21.0
www.legacytraditional.org,204,8063,16.0
www.norwichcsd.org,204,8053,28.0
waldron.k12.ar.us,204,7621,26.5
www.forestcity.k12.ia.us,204,7436,15.5
www.river-view.k12.oh.us,204,7099,31.0
www.nebpanthers.com,204,4772,13.0
www.lmusd.org,204,4763,17.0
www.revereschool.com,204,4748,17.0
www.darby.k12.mt.us,204,4590,16.0
www.rccu1.net,204,4465,8.0
www.falmouth.k12.ma.us,204,4444,16.0
holahoboken.org,204,4418,16.0
www.bellevilleschools.org,204,4105,12.0
www.silverlakeschools.org,204,3922,8.0
www.mackcity.k12.mi.us,204,3868,13.0
www.wheatland.k12.ny.us,204,3831,10.0
www.churchill.k12.nv.us,204,3286,12.5
www.hitchcock-tulare.k12.sd.us,204,3247,7.0
ssbb.k12.ar.us,204,3245,8.0
www.gibbsboroschool.org,204,3116,8.0
www.jacksoncountygov.com,204,2620,5.0
www.usd403.org,204,2561,6.5
www.peachcounty.net,204,2529,8.5
cpsbla.org,204,2454,7.0
www.centerville.k12.sd.us,204,2448,3.0
www.twiggs.k12.ga.us,204,2381,6.0
www.exploris.org,204,2337,4.0
www.w-usd.org,204,2288,6.0
www.bostongreenacademy.org,204,2106,8.0
www.cesvt.net,204,2072,7.0
www.monticellomontessori.com,204,1012,3.0
www.southsideedu.org,204,979,3.0
www.lakeland.k12.mo.us,204,801,2.0
apluschildrensacademy.org,204,752,2.0
www.technicalacademies.org,204,711,3.0
www.tbafcs.org,204,5885,21.0
www.towschool.org,204,5823,16.5
www.wabash348.com,204,4868,15.0
www.ellingtonschools.org,204,3792,8.0
sites.google.com,204,3021,5.0
www.westmschools.org,204,9287,28.0
www.sterlingjets.org,204,3010,5.0
www.davidsonacademy.unr.edu,204,3010,10.0
www.ashe.k12.nc.us,204,7740,26.0
www.zalma.k12.mo.us,204,3706,11.5
www.carmelschools.org,204,9225,27.5
www.turner.k12.ga.us,204,4275,10.0
www.east.k12.oh.us,204,3036,9.0
www.usd422.org,204,1661,2.0
www.tombstoneschools.org,204,4247,14.0
www.frontier-academy.net,204,1570,7.0
www.breakthroughmontessori.org,204,1493,4.0
www.linkschool.org,204,2765,9.0
www.llschools.net,204,4283,15.5
www.d128.org,204,6693,9.0
www.npsri.net,204,1287,3.0
www.sbunified.org,204,2857,9.0
www.iberia.k12.mo.us,204,1846,3.0
psd259.org,204,1075,3.0
www.pinelandsregional.org,204,4994,13.0
www.strongfoundationsnh.org,204,1060,4.0
www.tcu2905us.new.rschooltoday.com,204,6379,23.0
www.waltoncountyga.gov,204,5316,12.0
rector.k12.ar.us,204,6608,22.5
www.garaway.org,204,6625,21.0
www.sandusky.k12.mi.us,204,5652,24.0
www.genevacsd.org,204,6726,14.0
avondalemeadowsacademy.com,204,1315,4.0
www.mcgregor.k12.mn.us,204,1383,4.0
www.tcusd.net,204,3020,9.5
www.belpre.k12.oh.us,204,5171,16.5
www.strasburg.k12.mo.us,204,1170,3.0
crcs-school.org,204,1317,4.0
www.boyer-valley.k12.ia.us,204,1370,3.0
www.meadpublicschools.org,204,2057,5.0
www.hampton29.com,204,1836,4.0
www.averyschools.net,204,1805,5.0
www.cbanorth.org,204,1971,7.0
www.brownsburg.k12.in.us,203,29412,122.0
www.mentorschools.net,203,21077,44.0
www.elkhart.k12.in.us,203,20801,71.0
www.lsr7.org,203,20669,56.0
www.wcr7.org,203,19341,75.0
www.harlem122.org,203,19225,66.0
www.conwayschools.org,203,17488,55.0
www.marietta-city.org,203,17442,61.0
www.clay.k12.in.us,203,14405,52.0
www.tcusd2.org,203,14344,35.0
www.asd20.org,203,14233,48.0
www.etown.k12.ky.us,203,13551,50.0
www.hvs.org,203,13286,45.0
www.bcahs.com,203,13249,46.0
sylvania.k12.oh.us,203,12765,30.0
www.laurelschools.org,203,12129,31.0
www.phillytornadoes.com,203,12110,47.0
www.ntschools.org,203,11606,31.0
www.essd40.com,203,11329,43.0
www.uwharriecharter.org,203,11302,31.0
www.pgasd.com,203,10945,37.0
www.smithvilleschooldistrict.net,203,9728,30.0
www.bps101.net,203,8949,19.0
www.tekamah.esu2.org,203,8822,27.0
www.salineschools.org,203,8736,17.0
www.haverhill-ps.org,203,8498,18.0
www.pvo.k12.il.us,203,8322,29.0
www.lamar.k12.mo.us,203,8230,27.0
www.orrville.k12.oh.us,203,8153,26.0
www.cps.k12.mn.us,203,8004,28.0
www.scgsah.org,203,7545,25.0
www.lafayetteschools.org,203,7517,26.0
www.independence.k12.oh.us,203,7251,25.0
www.westperry.org,203,7156,18.0
www.rockford.k12.ia.us,203,7144,15.0
www.beatricepublicschools.org,203,4678,19.0
www.sduhsd.net,203,4625,15.0
bpsbulldogs.org,203,4586,18.0
wpsdk12.org,203,4566,11.0
www.tgsri.org,203,4542,18.0
www.triton.k12.mn.us,203,4533,15.0
www.mapleshade.org,203,4440,13.0
www.bluffs-school.com,203,4054,8.0
www.clinton.k12.nc.us,203,4036,11.0
www.butlerco.k12.al.us,203,3911,8.0
www.dunhamsd.org,203,3894,18.0
www.scc.k12.ia.us,203,3485,11.0
www.armour.k12.sd.us,203,3327,7.0
www.martin.kyschools.us,203,3243,8.0
www.cape.k12.me.us,203,3234,8.0
www.edgeley.k12.nd.us,203,3114,8.0
www.brooklynprospect.org,203,3098,12.0
www.wilmette39.org,203,2495,8.0
www.powerslake.k12.nd.us,203,2396,2.0
www.madisonprep.org,203,2242,9.0
www.kingcityschools.org,203,2226,8.0
www.nlcschool.org,203,2147,7.0
www.alansonvikings.net,203,2127,5.0
www.tipton-academy.org,203,2097,8.0
www.shiningminds.com,203,2077,6.0
www.woonsocket.k12.sd.us,203,936,3.0
www.sd735.org,203,892,2.0
www.newheightscharterschool.com,203,891,2.0
kingstonhill.org,203,871,3.0
www.mainprep.org,203,832,4.0
www.fwsu.org,203,754,2.0
premierhighschools.com,203,385,1.0
www.burke.k12.ga.us,203,6616,12.0
www.shelbyville.k12.il.us,203,5944,16.0
www.veaziecs.org,203,4887,17.0
longleafschool.com,203,3071,13.0
compassschool.org,203,2022,6.0
www.midland-7.net,203,1989,5.0
www.cmsdschools.org,203,4332,9.0
www.gnbvt.edu,203,9252,26.0
www.vcpusd.k12.ca.us,203,1854,6.0
phcharter.org,203,2992,10.0
www.trilliumacademy.us,203,2940,9.0
www.blairschools.org,203,6821,22.0
pansophiaacademy.org,203,2895,10.0
www.usd269.net,203,3688,14.0
www.nmcusd.org,203,1816,5.0
www.goaldigital.org,203,1493,5.0
www.gfw.k12.mn.us,203,5214,18.0
www.litchfield.k12.mn.us,203,3799,9.0
clintoncougars.com,203,1453,3.0
www.usd332.org,203,2668,6.0
www.rsd.k12.pa.us,203,4326,12.0
midtownprimary.wpengine.com,203,1279,5.0
www.visionacademy-riverside.org,203,1278,5.0
www.saydel.k12.ia.us,203,2661,10.0
www.wfparish.org,203,1278,3.0
www.neptunecityschool.org,203,1115,2.0
www.tfsd.org,203,7928,28.0
www.cpcs.us,203,6303,21.0
www.ncsd.k12.ca.us,203,3005,11.0
www.new-london.k12.ia.us,203,4839,13.0
www.winslow-schools.com,203,5628,14.0
www.mcsd.org,203,5993,16.0
www.clydesavannah.org,203,5261,14.0
www.nmcs.k12.in.us,203,6140,20.0
www.bensonsd.k12.az.us,203,5441,17.0
www.srsd.k12.pa.us,203,4236,14.0
www.fairviewschools.net,203,5195,17.0
www.lpge.k12.mn.us,203,6708,21.0
www.geneseocsd.org,203,5954,17.0
ww2.d46.org,203,6039,19.0
www.grandcenterartsacademy.org,203,2686,8.0
www.cccs.k12.in.us,203,1513,5.0
www.ishpemingschools.org,203,6931,18.0
lewistown.k12.mt.us,203,6436,15.0
isd2071.k12.mn.us,203,5815,16.0
www.fitz.k12.mi.us,203,5461,14.0
www.sedubois.k12.in.us,203,7740,24.0
www.ccsdny.org,203,3617,10.0
www.mtbaker.wednet.edu,203,1657,4.0
www.2paws.net,203,1510,3.0
www.spart6.org,202,35915,143.5
www.edmondschools.net,202,28407,89.0
www.wilkescountyschools.org,202,21385,80.5
www.milfordschools.org,202,19000,50.5
www.kenilworthschool.org,202,18452,9.0
www.centralcougars.org,202,17547,54.5
www.jordan.k12.mn.us,202,16778,54.0
www.lc-ps.org,202,15957,43.5
www.bethlehemschools.org,202,15297,48.0
www.dimanregional.org,202,15016,43.0
www.sps186.org,202,13082,47.5
www.davidson.k12.nc.us,202,12475,26.0
www.pellaschools.org,202,11662,46.5
www.vicksburg-community-schools.org,202,11588,31.0
